signal_date,fill_date,symbol,industry,bucket,action,fill_price,realized_pnl
2023-12-20,2023-12-21,601018.sh,交通运输,cyclical_rotation,BUY_2,3.371685,0.0
2024-01-02,2024-01-03,000932.sz,钢铁,cyclical_rotation,BUY_1,4.952475,0.0
2024-01-10,2024-01-11,600018.sh,交通运输,cyclical_rotation,BUY_2,4.78239,0.0
2024-03-01,2024-03-04,000333.sz,家用电器,defensive_dividend,REDUCE,58.020975,1213.6650719999998
2024-05-06,2024-05-07,601021.sh,交通运输,cyclical_rotation,BUY_1,55.537755,0.0
2024-05-09,2024-05-10,600018.sh,交通运输,defensive_dividend,REDUCE,5.3773100000000005,657.3181520000007
2024-06-13,2024-06-14,601021.sh,交通运输,cyclical_rotation,BUY_2,54.74735999999999,0.0
2024-06-21,2024-06-24,000932.sz,钢铁,cyclical_rotation,SELL_ALL,4.31784,-701.8981991999991
2024-07-02,2024-07-03,002032.sz,家用电器,defensive_dividend,BUY_2,46.233104999999995,0.0
2024-07-17,2024-07-18,600309.sh,基础化工,cyclical_rotation,BUY_1,81.12053999999999,0.0
2024-07-24,2024-07-25,600989.sh,基础化工,cyclical_rotation,BUY_1,15.127559999999999,0.0
2024-08-21,2024-08-22,601021.sh,交通运输,cyclical_rotation,SELL_ALL,48.19589,-1397.0448423999987
2024-08-22,2024-08-23,600233.sh,交通运输,cyclical_rotation,BUY_1,14.247119999999999,0.0
2024-08-26,2024-08-27,600309.sh,基础化工,cyclical_rotation,SELL_ALL,68.315825,-1285.9367659999987
2024-08-27,2024-08-28,300628.sz,通信,defensive_dividend,BUY_1,29.964975,0.0
2024-09-27,2024-09-30,002032.sz,家用电器,defensive_dividend,REDUCE,53.603185,1742.9114904000012
2024-09-30,2024-10-08,601018.sh,交通运输,defensive_dividend,REDUCE,4.05797,808.0374863999998
2025-03-31,2025-04-01,600233.sh,交通运输,cyclical_rotation,SELL_ALL,12.383805,-749.2888176
2025-04-01,2025-04-02,000786.sz,建筑材料,cyclical_rotation,BUY_1,29.234609999999996,0.0
2025-05-13,2025-05-14,600000.sh,银行,defensive_dividend,SELL_ALL,11.57421,7048.444821600004
2025-05-14,2025-05-15,002532.sz,有色金属,cyclical_rotation,BUY_1,7.44372,0.0
2025-09-01,2025-09-02,002532.sz,有色金属,cyclical_rotation,SELL_ALL,10.1949,2194.4192640000006
2025-09-03,2025-09-04,000786.sz,建筑材料,cyclical_rotation,SELL_ALL,25.70714,-709.6071423999996
2025-11-03,2025-11-04,600023.sh,公用事业,defensive_dividend,BUY_1,5.2226099999999995,0.0
2025-12-11,2025-12-12,600989.sh,基础化工,cyclical_rotation,SELL_ALL,17.741125,779.8116299999996
2025-12-16,2025-12-17,000921.sz,家用电器,defensive_dividend,BUY_1,25.8129,0.0
2025-12-29,2025-12-30,600690.sh,家用电器,defensive_dividend,BUY_1,26.543264999999998,0.0
2026-02-27,2026-03-02,600018.sh,交通运输,cyclical_rotation,SELL_ALL,5.0574699999999995,472.8276336000002
2026-03-03,2026-03-04,601018.sh,交通运输,defensive_dividend,SELL_ALL,4.167915,1857.7604696000005
2026-03-04,2026-03-05,000921.sz,家用电器,defensive_dividend,SELL_ALL,22.968510000000002,-858.829442399999
2026-03-24,2026-03-25,600690.sh,家用电器,defensive_dividend,SELL_ALL,23.458265,-931.1299835999992
